TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                      DATA_TYPE                                                                                                                        ORDINAL_POSITION
StkTrnHdr                                                                                                                        AccDocNo                                                                                                                         varchar                                                                                                                                        20
StkTrnHdr                                                                                                                        AccDocDt                                                                                                                         datetime                                                                                                                                       21
StkTrnHdr                                                                                                                        TotDocValue                                                                                                                      money                                                                                                                                          22
StkTrnHdr                                                                                                                        TotDocDisc                                                                                                                       money                                                                                                                                          23
StkTrnHdr                                                                                                                        TotDocTax                                                                                                                        money                                                                                                                                          24
StkTrnHdr                                                                                                                        TotDocAddons                                                                                                                     money                                                                                                                                          25
StkTrnHdr                                                                                                                        TotDocDedns                                                                                                                      money                                                                                                                                          26
StkTrnHdr                                                                                                                        NetDocValue                                                                                                                      money                                                                                                                                          27
StkTrnHdr                                                                                                                        EnteredSizewise                                                                                                                  bit                                                                                                                                            28
StkTrnHdr                                                                                                                        TaxComp1                                                                                                                         money                                                                                                                                          29
StkTrnHdr                                                                                                                        TaxComp2                                                                                                                         money                                                                                                                                          30
StkTrnHdr                                                                                                                        TaxComp3                                                                                                                         money                                                                                                                                          31
StkTrnHdr                                                                                                                        TaxComp4                                                                                                                         money                                                                                                                                          32
StkTrnHdr                                                                                                                        TaxComp5                                                                                                                         money                                                                                                                                          33
StkTrnHdr                                                                                                                        FrwdRefTrnType                                                                                                                   int                                                                                                                                            34
StkTrnHdr                                                                                                                        FrwdRefCtrlNo                                                                                                                    int                                                                                                                                            35
StkTrnHdr                                                                                                                        BkwdRefTrnType                                                                                                                   int                                                                                                                                            36
StkTrnHdr                                                                                                                        BkwdRefCtrlNo                                                                                                                    int                                                                                                                                            37
StkTrnHdr                                                                                                                        DocVoidInd                                                                                                                       int                                                                                                                                            38
StkTrnHdr                                                                                                                        BilllvlDiscId                                                                                                                    varchar                                                                                                                                        39
StkTrnHdr                                                                                                                        BillPassInd                                                                                                                      int                                                                                                                                            40
StkTrnHdr                                                                                                                        VAUid                                                                                                                            varchar                                                                                                                                        41
StkTrnHdr                                                                                                                        VActr                                                                                                                            int                                                                                                                                            42
StkTrnHdr                                                                                                                        VATermId                                                                                                                         varchar                                                                                                                                        43
StkTrnHdr                                                                                                                        VACompCode                                                                                                                       varchar                                                                                                                                        44
StkTrnHdr                                                                                                                        DocRemarks                                                                                                                       varchar                                                                                                                                        45
StkTrnHdr                                                                                                                        TotalLineItems                                                                                                                   int                                                                                                                                            46
StkTrnHdr                                                                                                                        SField1                                                                                                                          varchar                                                                                                                                        47
StkTrnHdr                                                                                                                        SField2                                                                                                                          varchar                                                                                                                                        48
StkTrnHdr                                                                                                                        SField3                                                                                                                          varchar                                                                                                                                        49
StkTrnHdr                                                                                                                        SField4                                                                                                                          varchar                                                                                                                                        50
StkTrnHdr                                                                                                                        SField5                                                                                                                          varchar                                                                                                                                        51
StkTrnHdr                                                                                                                        NField1                                                                                                                          int                                                                                                                                            52
StkTrnHdr                                                                                                                        NField2                                                                                                                          int                                                                                                                                            53
StkTrnHdr                                                                                                                        NField3                                                                                                                          int                                                                                                                                            54
StkTrnHdr                                                                                                                        NField4                                                                                                                          int                                                                                                                                            55
StkTrnHdr                                                                                                                        NField5                                                                                                                          int                                                                                                                                            56
StkTrnHdr                                                                                                                        DField1                                                                                                                          datetime                                                                                                                                       57
StkTrnHdr                                                                                                                        DField2                                                                                                                          datetime                                                                                                                                       58
StkTrnHdr                                                                                                                        DField3                                                                                                                          datetime                                                                                                                                       59
StkTrnHdr                                                                                                                        BField1                                                                                                                          bit                                                                                                                                            60
StkTrnHdr                                                                                                                        BField2                                                                                                                          bit                                                                                                                                            61
StkTrnHdr                                                                                                                        ProdServInd                                                                                                                      varchar                                                                                                                                        62
StkTrnHdr                                                                                                                        TotDocPriceFactor                                                                                                                money                                                                                                                                          63
StkTrnHdr                                                                                                                        TotDocED                                                                                                                         money                                                                                                                                          64
StkTrnHdr                                                                                                                        TotDocEntBefTaxAddons                                                                                                            money                                                                                                                                          65
StkTrnHdr                                                                                                                        TotDocEntBefTaxDedns                                                                                                             money                                                                                                                                          66
StkTrnHdr                                                                                                                        TotDocEntAftTaxAddons                                                                                                            money                                                                                                                                          67
StkTrnHdr                                                                                                                        TotDocEntAftTaxDedns                                                                                                             money                                                                                                                                          68
StkTrnHdr                                                                                                                        PromoCode                                                                                                                        varchar                                                                                                                                        69
StkTrnHdr                                                                                                                        PromoSlabSrlno                                                                                                                   int                                                                                                                                            70
StkTrnHdr                                                                                                                        PromoRemarks                                                                                                                     varchar                                                                                                                                        71
StkTrnHdr                                                                                                                        PromoType                                                                                                                        tinyint                                                                                                                                        72
StkTrnHdr                                                                                                                        PromoDefType                                                                                                                     tinyint                                                                                                                                        73
StkTrnHdr                                                                                                                        PromoIssueTrnType                                                                                                                int                                                                                                                                            74
StkTrnHdr                                                                                                                        PromoIssueTrnCtrlNo                                                                                                              int                                                                                                                                            75
StkTrnHdr                                                                                                                        PromoFwdLinkType                                                                                                                 int                                                                                                                                            76
StkTrnHdr                                                                                                                        PromoFwdLinkCtrlNo                                                                                                               int                                                                                                                                            77
StkTrnHdr                                                                                                                        PromoBillLevelOfferVal                                                                                                           money                                                                                                                                          78
StkTrnHdr                                                                                                                        PromoItemLevelOfferVal                                                                                                           money                                                                                                                                          79
StkTrnHdr                                                                                                                        PromoItemLevelDiscVal                                                                                                            money                                                                                                                                          80
StkTrnHdr                                                                                                                        PromoBillLevelDiscDtls                                                                                                           varchar                                                                                                                                        81
StkTrnHdr                                                                                                                        ReasonCodeForCancel                                                                                                              varchar                                                                                                                                        82
StkTrnHdr                                                                                                                        GenDiscReason                                                                                                                    varchar                                                                                                                                        83
StkTrnHdr                                                                                                                        LinkEtTrnType                                                                                                                    int                                                                                                                                            84
StkTrnHdr                                                                                                                        LinkEtTrnCtrlNo                                                                                                                  int                                                                                                                                            85
StkTrnHdr                                                                                                                        LinkPOVendor                                                                                                                     varchar                                                                                                                                        86
StkTrnHdr                                                                                                                        TotRndOffValue                                                                                                                   money                                                                                                                                          87
StkTrnHdr                                                                                                                        TotDocAddonsTax                                                                                                                  money                                                                                                                                          88
StkTrnHdr                                                                                                                        SHOPERDBVER                                                                                                                      int                                                                                                                                            89
StkTrnHdr                                                                                                                        XS1                                                                                                                              varchar                                                                                                                                        90
StkTrnHdr                                                                                                                        XS2                                                                                                                              varchar                                                                                                                                        91
StkTrnHdr                                                                                                                        XS3                                                                                                                              varchar                                                                                                                                        92
StkTrnHdr                                                                                                                        XS4                                                                                                                              varchar                                                                                                                                        93
StkTrnHdr                                                                                                                        XS5                                                                                                                              varchar                                                                                                                                        94
StkTrnHdr                                                                                                                        XS6                                                                                                                              varchar                                                                                                                                        95
StkTrnHdr                                                                                                                        XS7                                                                                                                              varchar                                                                                                                                        96
StkTrnHdr                                                                                                                        XS8                                                                                                                              varchar                                                                                                                                        97
StkTrnHdr                                                                                                                        XI1                                                                                                                              int                                                                                                                                            98
StkTrnHdr                                                                                                                        XI2                                                                                                                              int                                                                                                                                            99
StkTrnHdr                                                                                                                        XI3                                                                                                                              int                                                                                                                                           100
StkTrnHdr                                                                                                                        XI4                                                                                                                              int                                                                                                                                           101
StkTrnHdr                                                                                                                        XM1                                                                                                                              money                                                                                                                                         102
StkTrnHdr                                                                                                                        XM2                                                                                                                              money                                                                                                                                         103
StkTrnHdr                                                                                                                        XM3                                                                                                                              money                                                                                                                                         104
StkTrnHdr                                                                                                                        XM4                                                                                                                              money                                                                                                                                         105
StkTrnHdr                                                                                                                        XD1                                                                                                                              datetime                                                                                                                                      106
StkTrnHdr                                                                                                                        XD2                                                                                                                              datetime                                                                                                                                      107
StkTrnHdr                                                                                                                        XD3                                                                                                                              datetime                                                                                                                                      108
StkTrnHdr                                                                                                                        XD4                                                                                                                              datetime                                                                                                                                      109
StkTrnHdr                                                                                                                        CS1                                                                                                                              varchar                                                                                                                                       110
StkTrnHdr                                                                                                                        CS2                                                                                                                              varchar                                                                                                                                       111
StkTrnHdr                                                                                                                        CS3                                                                                                                              varchar                                                                                                                                       112
StkTrnHdr                                                                                                                        CS4                                                                                                                              varchar                                                                                                                                       113
StkTrnHdr                                                                                                                        CS5                                                                                                                              varchar                                                                                                                                       114
StkTrnHdr                                                                                                                        CS6                                                                                                                              varchar                                                                                                                                       115
StkTrnHdr                                                                                                                        CS7                                                                                                                              varchar                                                                                                                                       116
StkTrnHdr                                                                                                                        CS8                                                                                                                              varchar                                                                                                                                       117
StkTrnHdr                                                                                                                        CI1                                                                                                                              int                                                                                                                                           118
StkTrnHdr                                                                                                                        CI2                                                                                                                              int                                                                                                                                           119
StkTrnHdr                                                                                                                        CI3                                                                                                                              int                                                                                                                                           120
StkTrnHdr                                                                                                                        CI4                                                                                                                              int                                                                                                                                           121
StkTrnHdr                                                                                                                        CM1                                                                                                                              money                                                                                                                                         122
StkTrnHdr                                                                                                                        CM2                                                                                                                              money                                                                                                                                         123
StkTrnHdr                                                                                                                        CM3                                                                                                                              money                                                                                                                                         124
StkTrnHdr                                                                                                                        CM4                                                                                                                              money                                                                                                                                         125
StkTrnHdr                                                                                                                        CD1                                                                                                                              datetime                                                                                                                                      126
StkTrnHdr                                                                                                                        CD2                                                                                                                              datetime                                                                                                                                      127
StkTrnHdr                                                                                                                        CD3                                                                                                                              datetime                                                                                                                                      128
StkTrnHdr                                                                                                                        CD4                                                                                                                              datetime                                                                                                                                      129
StockMaster                                                                                                                      StockNo                                                                                                                          varchar                                                                                                                                         1
StockMaster                                                                                                                      BatchSrlNo                                                                                                                       varchar                                                                                                                                         2
